animeID,name,premiered,genre,type,episodes,producer,licensor,studio,source,scored,scoredBy,members
22733,Dragon Collection,Spring 2014,"['Fantasy', 'Shounen']",TV,51,['Konami'],[],['OLM'],Unknown,6.35,905,3698
22735,Oreca Battle,Spring 2014,['Game'],TV,51,[],[],"['Xebec', 'OLM']",Unknown,6.02,379,1849
22745,Brothers Conflict Special,None,"['Harem', 'Romance', 'Shoujo']",Special,1,[],['Funimation'],['Brain&#039;s Base'],Novel,6.76,6937,13854
22755,Chikasugi Idol Akae-chan,Winter 2014,"['Game', 'Comedy', 'Parody']",TV,12,[],[],['DLE'],Unknown,4.57,21,173
22759,Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,None,['Comedy'],OVA,1,[],[],['J.C.Staff'],Manga,6.86,7792,16823
22763,Kara no Kyoukai: Mirai Fukuin - Extra Chorus,None,"['Drama', 'Mystery', 'Seinen', 'Supernatural']",Special,1,[],['Aniplex of America'],['ufotable'],Manga,7.54,11119,21353
22777,Dragon Ball Kai (2014),Spring 2014,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",TV,61,[],['Funimation'],['Toei Animation'],Manga,7.92,35389,70413
22785,Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,None,"['Comedy', 'Romance', 'School', 'Shoujo Ai', 'Slice of Life']",ONA,10,[],[],['ChuChu'],Visual novel,6.46,551,3644
22789,Barakamon,Summer 2014,"['Comedy', 'Slice of Life']",TV,12,"['VAP', 'Nippon Television Network']",['Funimation'],['Kinema Citrus'],Web manga,8.47,175873,327156
22791,Sora Iro Hana Iro,None,"['Drama', 'Slice of Life']",Movie,1,['Tomoyasu Murata Company'],[],[],Unknown,6,7,83
22817,Kindaichi Shounen no Jikenbo Returns,Spring 2014,"['Mystery', 'Shounen']",TV,25,['Yomiuri Telecasting'],[],['Toei Animation'],Manga,7.59,3774,10568
22819,Aikatsu! Movie,None,"['Slice of Life', 'Music', 'School', 'Shoujo']",Movie,1,[],[],['Sunrise'],Unknown,7.42,1840,4137
22845,Suzu 3 Tarou,None,"['Comedy', 'Kids']",ONA,24,['Avex Entertainment'],[],[],Unknown,6.22,9,77
22847,Kara no Kyoukai: Mirai Fukuin - Manner Movie,None,['Drama'],Movie,1,['Aniplex'],['Aniplex of America'],['ufotable'],Unknown,6.15,2123,5598
22849,Nyamen,Winter 2014,['Comedy'],TV,12,"['VAP', 'Nikkatsu', 'Nippon Television Network']",[],[],Unknown,5.46,46,597
22859,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,None,['Comedy'],Special,1,[],[],['Kyoto Animation'],Light novel,7.26,8339,17832
22877,Seireitsukai no Blade Dance,Summer 2014,"['Action', 'Harem', 'Comedy', 'Supernatural', 'Romance', 'Ecchi', 'Fantasy', 'School']",TV,12,"['Genco', 'Media Factory', 'Movic', 'AT-X', 'Showgate']",['Sentai Filmworks'],['TNK'],Light novel,7.09,95130,183359
22887,Hyokkori Hyoutan Shima,None,"['Adventure', 'Kids']",Movie,1,[],[],['Toei Animation'],Unknown,5.75,8,96
22893,Mon Cheri CoCo,Summer 1972,"['Romance', 'Shoujo']",TV,13,['TBS'],[],[],Manga,7.06,16,260
22953,Hana no Zundamaru: Junk,None,"['Martial Arts', 'Comedy', 'Parody']",ONA,3,['CoMix Wave Films'],[],[],Manga,4.03,36,130
22955,Francesca,Summer 2014,"['Fantasy', 'Comedy']",TV,24,"['Pony Canyon', 'Bandai Namco Games', 'Daiichikosho', 'HeART-BIT', 'Hokkaido Azmacy', 'Hokkaido Cultural Broadcasting', 'Teichiku Entertainment', 'Amuse']",[],['Telecom Animation Film'],Original,5.57,998,7386
22959,Angel ga Tonda Hi,None,"['Slice of Life', 'Comedy']",Movie,1,['E&amp;G Films'],[],[],Unknown,5.2,10,122
22961,Date A Live: Encore,None,"['Slice of Life', 'Romance']",OVA,1,[],['Funimation'],['Production IMS'],Light novel,8.01,44117,73788
22975,Kaibutsu-kun: Demon no Ken,None,"['Comedy', 'Horror', 'Kids', 'Shounen']",Movie,1,[],[],['Shin-Ei Animation'],Unknown,5.88,26,146
22977,Kaibutsu-kun: Kaibutsu Land e no Shoutai,None,"['Comedy', 'Horror', 'Kids', 'Shounen']",Movie,1,[],[],['Shin-Ei Animation'],Unknown,5.96,28,136
22979,Magical★Taruruuto-kun: Sukisuki Takoyaki!,None,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Magic', 'School']",Movie,1,[],[],['Toei Animation'],Unknown,6.83,12,146
22981,Magical★Taruruuto-kun: Moeru! Yuujou no Mahou Taisen,None,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Magic', 'School']",Movie,1,[],[],['Toei Animation'],Unknown,6.43,14,148
22985,Hipira-kun Special,None,"['Comedy', 'Fantasy', 'Kids', 'Supernatural', 'Vampire']",Special,1,[],[],['Sunrise'],Unknown,5.1,30,243
22993,Obake no Q-Tarou: Tobidase! Bake Bake Daisakusen,None,"['Comedy', 'Kids', 'School', 'Slice of Life']",Movie,1,[],[],['Shin-Ei Animation'],Unknown,5.2,10,99
22995,Shisei Sasshin,None,['Slice of Life'],Movie,1,[],[],[],Original,7.29,7,79
22997,Shin Skyers 5,Fall 1971,"['Action', 'Sci-Fi']",TV,26,['Tele-Cartoon Japan'],[],[],Unknown,6.5,8,129
22999,Nippon Tanjou,Summer 1970,['Historical'],TV,5,['Nippon Television Network'],[],['Mushi Production'],Unknown,5.67,9,119
23001,Manga Jinbutsushi,Summer 1970,['Historical'],TV,365,[],[],[],Unknown,6.65,20,130
23003,Tanoshii Bunmeishi: Tetsu Monogatari,None,"['Historical', 'Slice of Life']",Movie,1,[],[],['Toei Animation'],Original,5.71,7,128
23005,Mogura no Motoro,None,['Slice of Life'],Movie,1,[],[],['Toei Animation'],Unknown,7.88,8,116
23007,Ookami Shounen Ken (Movie),None,"['Adventure', 'Kids']",Movie,1,[],[],['Toei Animation'],Unknown,5.18,11,122
23009,Ookami Shounen Ken: Arabia no Kaijin - Ma no Iwa no Kettou,None,"['Adventure', 'Kids']",Movie,1,[],[],['Toei Animation'],Unknown,5.58,12,135
23011,Otoko Doahou! Koushien,Fall 1970,"['Action', 'Sports']",TV,156,[],[],[],Unknown,7.23,13,152
23015,Hazedon,Fall 1972,"['Kids', 'Adventure', 'Comedy']",TV,26,['Fuji TV'],[],['Sunrise'],Unknown,5.75,8,106
23023,Peaceful Times (F02) Petit Film,None,['Music'],Music,1,[],[],['Khara'],Unknown,4.92,1069,2334
23029,Popful Mail,None,"['Comedy', 'Fantasy', 'Music']",Music,1,['Sega'],[],['Studio Fantasia'],Game,5.8,126,229
23031,Ashita no Kibou: Kanashimi yo Arigatou - Takae Tsuneo Monogatari,None,"['Drama', 'Slice of Life']",Movie,1,['Gendai Production'],[],[],Unknown,5.83,12,202
23033,Furueru Kuchibiru,None,['Hentai'],OVA,1,"['Pashmina', 'Studio 1st']",['Kitty Media'],[],Manga,6.83,2539,5930
23037,Bakumatsu Rock,Summer 2014,"['Action', 'Music', 'Comedy', 'Historical', 'Shoujo']",TV,12,"['Nihon Ad Systems', 'Marvelous AQL', 'NBCUniversal Entertainment Japan']",['Sentai Filmworks'],['Studio Deen'],Game,6.14,7067,21550
23047,Tennen Koi-iro Alcohol,None,['Hentai'],OVA,2,"['BreakBottle', 'Media Bank']",[],[],Manga,6.92,1509,4117
23053,Nisou no Kuzu,None,['Psychological'],Movie,1,[],[],[],Original,5.05,173,423
23059,Shinsatsushitsu,None,"['Dementia', 'Horror']",Movie,1,[],[],[],Original,4.43,405,810
23061,Heya/Keitai,None,"['Fantasy', 'Music']",Movie,1,[],[],[],Original,5.56,199,471
23063,Usagi ga Kowai,None,"['Game', 'Dementia', 'Horror']",Movie,1,[],[],[],Original,4.71,429,897
23065,Kaidan,None,['Supernatural'],Movie,1,[],[],[],Original,4.98,166,406
23067,Tenkai Knights,Spring 2014,"['Action', 'Adventure', 'Comedy', 'Kids', 'Mecha', 'Sci-Fi', 'Shounen', 'Super Power']",TV,52,[],['Viz Media'],['Bones'],Original,6.65,496,1800
23079,Glasslip,Summer 2014,"['Romance', 'Slice of Life', 'Supernatural']",TV,13,"['Sotsu', 'Lantis', 'Pony Canyon', 'Showgate', 'Infinite']",['Sentai Filmworks'],['P.A. Works'],Original,5.53,54100,114954
23083,Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina,None,"['Kids', 'Fantasy', 'Magic', 'Shoujo']",Movie,1,['Kinoshita Group Holdings'],[],['Toei Animation'],Original,7.19,723,1831
23085,Kikansha Sensei,None,"['Comedy', 'School', 'Slice of Life']",Movie,1,[],[],[],Novel,6.15,13,125
23089,Ponsuke no Haru,None,"['Comedy', 'Kids']",Movie,1,[],[],[],Original,5.56,96,202
23097,Kousagi Monogatari,None,"['Comedy', 'Kids']",Movie,1,[],[],[],Original,6.22,9,108
23099,Puchitto Gargantia Special,None,"['Comedy', 'Mecha', 'Sci-Fi']",Special,1,[],['Viz Media'],['Production I.G'],Unknown,6.1,1061,2183
23101,Kuraibito,None,['Hentai'],OVA,1,[],[],['PoRO'],Visual novel,6.32,1282,3332
23107,GO-GO Tamagotchi!,Spring 2014,"['Comedy', 'Fantasy', 'Kids']",TV,50,[],[],['OLM'],Unknown,6.61,36,298
23115,Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru,None,"['Mystery', 'Comedy', 'Super Power']",Special,1,['DIVE II Entertainment'],[],['NAZ'],Unknown,6.86,1347,5678
23121,Jinsei,Summer 2014,"['Comedy', 'School', 'Slice of Life']",TV,13,"['VAP', 'Yomiuri Telecasting']",['Funimation'],['feel.'],Light novel,6.55,17185,48988
23125,Histoire d&#039;Etty,None,"['Kids', 'Slice of Life']",Movie,1,[],[],[],Unknown,6.5,6,99
23129,Mahou no Princess Minky Momo: Hitomi no Seiza - Minky Momo Song Special,None,"['Magic', 'Music', 'Shoujo']",Music,1,"['Yomiko Advertising', 'Ashi Production']",[],[],Unknown,5.86,68,231
23133,M3: Sono Kuroki Hagane,Spring 2014,"['Action', 'Sci-Fi', 'Mystery', 'Psychological', 'Drama', 'Mecha']",TV,24,"['Sotsu', 'Magic Capsule', 'flying DOG', 'C2C', 'Happinet Pictures', 'Bandai Namco Games', 'Mobcast']",[],['Satelight'],Original,6.69,13288,44741
23135,PriPara,Summer 2014,"['Music', 'Slice of Life', 'School', 'Shoujo']",TV,140,['TV Tokyo'],[],"['Tatsunoko Production', 'Dongwoo A&amp;E']",Game,7.62,1602,11111
23137,Girls und Panzer Heartful Tank Disc Picture Drama,None,"['Military', 'School']",Special,4,['Lantis'],[],['Actas'],Original,6.7,695,3366
23149,47 Todoufuken R,Winter 2014,"['Comedy', 'Kids']",TV,12,"['Nippon Television Network', 'DandeLion Animation Studio LLC']",[],[],Unknown,5.77,30,190
23153,Hayate no Gotoku! OVA,None,"['Romance', 'Comedy', 'Harem', 'Parody', 'Shounen']",OVA,3,[],[],['Manglobe'],Manga,7.23,3123,8006
23157,Kaze no Invitation,None,"['Magic', 'Music']",Music,1,[],[],['Studio Pierrot'],Original,5.31,170,325
23177,Piano Specials,None,"['Slice of Life', 'Romance', 'Music', 'Drama', 'Shoujo']",Special,4,[],[],['OLM'],Unknown,5.56,84,323
23179,Kyoukai no Rinne,None,"['Comedy', 'Supernatural']",Special,1,[],[],[],Unknown,6.26,1217,3979
23181,Otogi Banashi: Bunbuku Chagama,None,['Kids'],Movie,1,[],[],[],Other,5.92,13,127
23183,Itazura Post,None,['Comedy'],Movie,1,[],[],[],Original,6.69,13,129
23185,Chamebou Kuukijuu no Maki,None,['Comedy'],Movie,1,[],[],[],Original,7.45,11,116
23187,Chamebou Shin Gachou: Nomi Fuufu Shikaeshi no Maki,None,['Comedy'],Movie,1,[],[],[],Original,5.67,12,123
23189,Dekobou Shingachou: Meian no Shippai,None,['Comedy'],Movie,1,[],[],[],Original,6.68,41,219
23191,Chokin no Susume,None,['Comedy'],Movie,1,[],[],[],Original,6.82,11,126
23199,Durarara!!x2 Shou,Winter 2015,"['Action', 'Mystery', 'Supernatural']",TV,12,"['Aniplex', 'Square Enix', 'Mainichi Broadcasting System', 'Movic', 'ASCII Media Works']",['Aniplex of America'],['Shuka'],Light novel,8.11,133887,260977
23201,Sengoku Basara: Judge End,Summer 2014,"['Action', 'Super Power', 'Martial Arts', 'Samurai', 'Historical']",TV,12,"['VAP', 'Nippon Television Network']",['Funimation'],['Telecom Animation Film'],Game,6.94,6794,18365
23209,Sora no Method,Fall 2014,"['Slice of Life', 'Drama', 'Fantasy', 'School']",TV,13,"['Bandai Visual', 'Sotsu', 'Lantis', 'Showgate', 'Good Smile Company', 'Infinite']",['Sentai Filmworks'],['Studio 3Hz'],Original,6.79,20517,61851
23213,Kantoku Fuyuki Todoki,Spring 2014,"['Comedy', 'Josei', 'Slice of Life']",TV,13,[],[],['DLE'],Manga,5.92,1776,4913
23225,Yuru Yuri Nachuyachumi!,None,"['Comedy', 'Shoujo Ai', 'Slice of Life']",OVA,1,['Pony Canyon'],[],['TYO Animations'],Manga,7.95,22308,40747
23227,Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,None,"['Slice of Life', 'Comedy', 'Romance', 'Seinen']",OVA,1,"['DAX Production', 'TOHO animation', 'Ichijinsha']",[],['Doga Kobo'],4-koma manga,7.19,16030,28400
23229,Meshimase Lodoss-tou Senki: Sorette Oishii no?,Spring 2014,['Comedy'],TV,13,"['Kadokawa Shoten', 'DAX Production']",[],"['Studio Deen', 'Studio Hibari']",Unknown,5.71,185,1569
23233,Shinmai Maou no Testament,Winter 2015,"['Action', 'Harem', 'Demons', 'Romance', 'Ecchi', 'Fantasy']",TV,12,"['Kadokawa Shoten', 'AT-X', 'Nippon Columbia', 'Kadokawa Pictures Japan', 'KlockWorx', 'Mobcast']","['Funimation', 'Crunchyroll']",['Production IMS'],Light novel,7.07,146182,274123
23237,Chuunibyou demo Koi ga Shitai! Ren Specials,None,['Comedy'],Special,7,[],[],['Kyoto Animation'],Light novel,7.17,13647,29540
23247,Oshaburi Announcer,None,['Hentai'],OVA,1,['T-Rex'],[],[],Visual novel,6.87,1171,2857
23249,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,None,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama']",Movie,1,"['Production I.G', 'Bandai Visual', 'OLM', 'AIC', 'Lantis', 'Shochiku', 'Bandai', 'Tohokushinsha Film Corporation', 'Bandai Namco Games', 'Voyager Entertainment']",[],['Xebec'],Original,7.91,2930,7673
23251,Gugure! Kokkuri-san,Fall 2014,"['Comedy', 'Shounen', 'Supernatural']",TV,12,"['TV Tokyo', 'Frontier Works', 'Media Factory', 'Nihon Ad Systems', 'Sony Music Communications']",['Sentai Filmworks'],['TMS Entertainment'],4-koma manga,7.66,50354,114510
23259,Gundam: G no Reconguista,Fall 2014,"['Action', 'Sci-Fi', 'Space', 'Mecha']",TV,26,"['Sotsu', 'Mainichi Broadcasting System', 'Tohokushinsha Film Corporation']",[],['Sunrise'],Original,5.81,6703,19722
