animeID,name,premiered,genre,type,episodes,producer,licensor,studio,source,scored,scoredBy,members
2905,Ikkitousen: Dragon Destiny Specials,None,"['Super Power', 'Ecchi', 'Martial Arts', 'School']",Special,6,['Genco'],['Media Blasters'],[],Unknown,6.76,8635,17299
2906,Rokushin Gattai GodMars: Juunana-sai no Densetsu,None,"['Action', 'Sci-Fi', 'Space', 'Mecha']",OVA,1,['Tokyo Movie Shinsha'],[],[],Unknown,5.99,157,517
2907,Cyborg Kuro-chan,Fall 1999,"['Comedy', 'Sci-Fi']",TV,66,['Public &amp; Basic'],[],['Studio Bogey'],Manga,7.18,2027,4215
2911,Kyoushirou to Towa no Sora Specials,None,"['Drama', 'Magic', 'Romance', 'Shounen']",Special,6,[],['ADV Films'],['TNK'],Manga,6.69,1559,4426
2912,Ohayo! Spank,Spring 1981,"['Comedy', 'Slice of Life']",TV,63,['Asahi Broadcasting'],[],['TMS Entertainment'],Manga,6.7,644,1277
2913,Daisougen no Chiisana Tenshi: Bush Baby,Winter 1992,"['Adventure', 'Drama']",TV,40,['Fuji TV'],[],['Nippon Animation'],Unknown,7.26,372,1273
2915,Chikyuu ga Ugoita Hi,None,['Drama'],Movie,1,[],[],[],Unknown,6.47,322,939
2917,Seijun Kango Gakuin,None,"['Comedy', 'Hentai']",OVA,3,['Discovery'],[],['AT-2'],Unknown,6.4,820,2332
2922,Ashita no Joe 2 (Movie),None,"['Drama', 'Sports']",Movie,1,[],[],['Tokyo Movie Shinsha'],Unknown,7.44,596,2018
2923,Shugo Chara!,Fall 2007,"['Comedy', 'Magic', 'School', 'Shoujo']",TV,51,"['TV Tokyo', 'Sotsu', 'Pony Canyon']",[],['Satelight'],Manga,7.56,65994,142555
2924,ef: A Tale of Memories.,Fall 2007,"['Mystery', 'Drama', 'Romance']",TV,12,['Rondo Robe'],['Sentai Filmworks'],['Shaft'],Visual novel,8.06,81933,180241
2926,Myself; Yourself,Fall 2007,"['Drama', 'Romance', 'School']",TV,13,"['Marvelous', 'Pony Canyon', 'Happinet Pictures', '5pb.']",['Maiden Japan'],['Doga Kobo'],Visual novel,7.34,72372,135368
2927,Kimikiss Pure Rouge,Fall 2007,"['Drama', 'Romance', 'School']",TV,24,"['Bandai Visual', 'Lantis']",['Sentai Filmworks'],['J.C.Staff'],Visual novel,7.43,31768,66993
2928,.hack//G.U. Returner,None,"['Magic', 'Adventure', 'Fantasy', 'Game', 'Sci-Fi', 'Drama']",OVA,1,"['Bandai Visual', 'CyberConnect2']",[],['Bee Train'],Game,6.85,7468,17154
2929,Moonlight Mile 2nd Season: Touch Down,Fall 2007,"['Adventure', 'Drama', 'Sci-Fi', 'Space']",TV,14,[],[],['Studio Hibari'],Manga,7.46,1207,3367
2930,Tensai? Dr. Hamax,Fall 2007,['Comedy'],TV,12,"['Trans Arts', 'Tohokushinsha Film Corporation']",[],['Production I.G'],Original,4.91,11,139
2933,Mirai Keisatsu Urashiman,Winter 1983,"['Action', 'Sci-Fi', 'Comedy', 'Police']",TV,50,['Fuji TV'],['Sentai Filmworks'],['Tatsunoko Production'],Manga,6.83,228,1047
2934,Shiawase Sou no Okojo-san,Fall 2001,['Comedy'],TV,51,"['Sotsu', 'Radix']",[],[],Manga,6.71,128,1519
2935,Ryokan Shirasagi,None,['Hentai'],OVA,2,['Discovery'],['Media Blasters'],['AT-2'],Visual novel,6.22,644,1643
2936,Private Emotion,None,['Hentai'],OVA,2,[],['Media Blasters'],[],Visual novel,5.47,348,959
2938,Idol Densetsu Eriko,Spring 1989,['Music'],TV,51,"['Youmex', 'Big West']",[],['Production Reed'],Original,6.86,668,2427
2941,Elysium,None,"['Action', 'Mecha', 'Sci-Fi']",Movie,1,[],[],[],Unknown,5.47,533,1073
2942,Sketchbook: Full Color&#039;s,Fall 2007,"['Slice of Life', 'Comedy']",TV,13,"['Media Factory', 'Shochiku', 'AT-X', 'TV Tokyo Music', 'TYO', 'Mag Garden']",['Nozomi Entertainment'],['Hal Film Maker'],4-koma manga,7.44,6532,20261
2943,Inbaku Gakuen,None,"['Hentai', 'School']",OVA,3,"['NuTech Digital', 'JapanAnime']",[],['Studio Jam'],Unknown,6.4,1120,3236
2946,Angel Core: Tenshi-tachi no Sumika,None,"['Action', 'Mecha', 'Hentai', 'Military', 'Historical']",OVA,2,['Blue Eyes'],[],[],Visual novel,5.66,1541,3709
2947,Ojamajo Doremi Sharp Movie,None,"['Kids', 'Magic', 'Shoujo']",Movie,1,[],[],['Toei Animation'],Unknown,7.24,1132,2664
2950,Doubutsu no Mori,None,"['Kids', 'Slice of Life']",Movie,1,"['Studio Jack', 'Nippon Television Network']",[],['OLM'],Game,7.13,7545,14353
2952,Final Fantasy VII: Advent Children Complete,None,"['Action', 'Fantasy', 'Super Power']",OVA,1,[],[],['Square Enix'],Game,8.09,59175,92702
2953,Egao,None,"['Music', 'Slice of Life', 'Kids']",Music,1,[],[],[],Original,6.66,6515,10108
2954,Maria-sama ga Miteru 3rd Specials,None,['Comedy'],Special,5,[],['Nozomi Entertainment'],['Studio Deen'],Light novel,7.47,2725,5553
2955,Hana no Joshi Announcer: Newscaster Etsuko,None,['Hentai'],OVA,2,['Discovery'],['Media Blasters'],['AT-2'],Original,6.55,2929,6042
2956,Shin-ban Megami Tantei Vinus File,None,['Hentai'],OVA,2,['NuTech Digital'],[],[],Manga,5.86,330,961
2958,Hitozuma Cosplay Kissa,None,['Hentai'],OVA,2,['Milky Animation Label'],['Media Blasters'],[],Visual novel,6.13,1314,3391
2959,Utsukushiki Sei no Dendoushi Reirei,None,"['Hentai', 'Yuri']",OVA,2,['AIC'],"['ADV Films', 'SoftCel Pictures']",[],Unknown,5.66,542,1448
2961,Digimon Adventure Movie,None,"['Action', 'Fantasy', 'Kids', 'Sci-Fi']",Movie,1,[],['Saban Entertainment'],['Toei Animation'],Original,7.61,48134,73486
2962,Digimon Adventure 02 Movies,None,"['Adventure', 'Fantasy', 'Kids', 'Sci-Fi']",Movie,2,['Bandai Visual'],['Saban Entertainment'],['Toei Animation'],Original,7.21,18619,31794
2963,Minami-ke,Fall 2007,"['Slice of Life', 'Comedy', 'School']",TV,13,"['Starchild Records', 'Magic Capsule', 'Eye Move', 'Sunny Side Up']",[],['Daume'],Manga,7.77,54935,124319
2965,Suteki Tantei Labyrinth,Fall 2007,"['Mystery', 'Sci-Fi']",TV,25,['Sotsu'],['Nozomi Entertainment'],['Studio Deen'],Manga,6.86,1537,7312
2966,Ookami to Koushinryou,Winter 2008,"['Adventure', 'Fantasy', 'Historical', 'Romance']",TV,13,"['Victor Entertainment', 'Pony Canyon', 'Movic', 'Kadokawa Pictures Japan']","['Funimation', 'Kadokawa Pictures USA']",['Imagin'],Light novel,8.34,226201,441671
2967,Saishuu Shiken Kujira,None,"['Comedy', 'Ecchi', 'Mystery', 'School', 'Supernatural']",ONA,12,['Starchild Records'],[],['Zexcs'],Visual novel,5.14,1289,3823
2969,Appleseed Saga Ex Machina,None,"['Action', 'Mecha', 'Military', 'Sci-Fi']",Movie,1,['Sega'],"['ADV Films', 'Warner Bros.']",['Digital Frontier'],Unknown,7.44,18652,31252
2970,Night Wizard,Fall 2007,"['Adventure', 'Fantasy', 'Magic', 'Shounen']",TV,13,"['Hal Film Maker', 'TYO']",[],[],Game,6.77,12223,29875
2971,Kyou kara Maou! R,None,"['Adventure', 'Comedy', 'Demons', 'Fantasy', 'Shoujo']",OVA,5,[],[],['Studio Deen'],Light novel,7.58,7732,16833
2972,Kindan no Mokushiroku: Crystal Triangle,None,"['Adventure', 'Military', 'Demons', 'Mystery']",OVA,1,"['Animate Film', 'Movic', 'Sony Music Entertainment', 'Project Team Eikyuu Kikan']",['Central Park Media'],[],Original,4.62,468,1129
2973,Fire Tripper,None,"['Fantasy', 'Sci-Fi']",OVA,1,[],[],['Studio Pierrot'],Manga,6.86,1308,2664
2974,The Humanoid: Ai no Wakusei Lezeria,None,"['Space', 'Mecha', 'Drama', 'Sci-Fi']",OVA,1,"['Toshiba EMI', 'Kaname Productions']",['Central Park Media'],[],Unknown,4.92,512,1144
2977,Youjuu Sensen Adventure Kid,None,"['Fantasy', 'Hentai', 'Demons', 'Horror']",OVA,3,[],['Central Park Media'],[],Unknown,5.41,482,1406
2978,Shin Getter Robo,None,"['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Demons', 'Horror', 'Shounen']",OVA,13,"['Bee Media', 'Dynamic Planning']",['Geneon Entertainment USA'],['Brain&#039;s Base'],Original,7.44,2425,5773
2979,Akiko,None,['Hentai'],OVA,2,"['Pink Pineapple', 'Triple X']",['SoftCel Pictures'],[],Unknown,5.41,680,1778
2980,Kuusou Kagaku Sekai Gulliver Boy,Winter 1995,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Mecha']",TV,50,[],[],['Toei Animation'],Unknown,6.63,158,727
2981,Chika Gentou Gekiga: Shoujo Tsubaki,None,"['Drama', 'Historical', 'Horror']",Movie,1,"['Imagica', 'Mippei Eigeki Kiryuukan']",[],[],Manga,6.16,5622,12400
2982,Yuuwaku,None,"['Hentai', 'School']",OVA,2,['Discovery'],['Central Park Media'],['AT-2'],Visual novel,6.65,1626,4263
2983,Digital Devil Story: Megami Tensei,None,"['Adventure', 'Mystery', 'Horror', 'Demons', 'Psychological', 'Supernatural', 'Drama', 'Fantasy', 'School']",OVA,1,"['Movic', 'Tokuma Shoten', 'Tokuma Japan']",[],['Animate Film'],Light novel,5.33,1873,3688
2985,Majin Tantei Nougami Neuro,Fall 2007,"['Mystery', 'Comedy', 'Demons', 'Supernatural', 'Shounen']",TV,25,"['VAP', 'Shueisha']",[],['Madhouse'],Manga,7.71,20351,49781
2986,Bamboo Blade,Fall 2007,"['Comedy', 'School', 'Seinen', 'Sports']",TV,26,"['Square Enix', 'd-rights', 'Studio Tulip', 'KlockWorx', 'flying DOG']",['Funimation'],['AIC A.S.T.A.'],Manga,7.4,32037,69216
2987,Ginga Hyouryuu Vifam,Fall 1983,"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Mecha']",TV,46,[],[],['Sunrise'],Unknown,7.25,347,1858
2988,Mahou Shoujo Ai,None,"['Action', 'Hentai', 'Horror', 'Supernatural']",OVA,5,"['Milky Animation Label', 'Shinkuukan', 'JapanAnime']",[],[],Visual novel,6.66,2050,5749
2989,Classmate no Okaasan,None,"['Hentai', 'School']",OVA,2,['Y.O.U.C'],['Media Blasters'],[],Visual novel,6.12,1249,3343
2990,Mini Skirt Gakuen,None,['Hentai'],OVA,1,['Obtain Future'],[],[],Original,4.45,287,864
2991,Harumi-chan no Oita,None,['Hentai'],OVA,1,"['Adult Source Media', 'Obtain Future']",[],[],Unknown,5.37,848,2111
2993,Rosario to Vampire,Winter 2008,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'Vampire', 'Fantasy', 'School', 'Shounen']",TV,13,"['GDH', 'Yomiko Advertising', 'Happinet Pictures', 'Atelier Musa', 'Shueisha', 'Sotsu Music Publishing']",['Funimation'],['Gonzo'],Manga,7.06,230479,384462
2994,Death Note: Rewrite,None,"['Mystery', 'Police', 'Psychological', 'Supernatural', 'Thriller']",Special,2,['Shueisha'],['Viz Media'],['Madhouse'],Manga,7.81,51965,109839
2997,Hi no Tori: Houou-hen,None,"['Drama', 'Fantasy', 'Historical']",Movie,1,"['Tezuka Productions', 'Toho', 'Tohokushinsha Film Corporation']",[],['Madhouse'],Manga,7.05,683,1706
2998,Hi no Tori: Uchuu-hen,None,"['Sci-Fi', 'Space', 'Drama', 'Fantasy']",OVA,1,"['Kadokawa Shoten', 'Tezuka Productions', 'Tohokushinsha Film Corporation']",[],['Madhouse'],Unknown,7.11,580,1514
2999,Hi no Tori: Yamato-hen,None,"['Drama', 'Historical']",OVA,1,"['Kadokawa Shoten', 'Tezuka Productions', 'Tohokushinsha Film Corporation']",[],['Madhouse'],Manga,6.95,533,1346
3000,Taiho Shichau zo: Full Throttle,Fall 2007,"['Action', 'Comedy', 'Police', 'Shounen']",TV,23,['TBS'],['Sentai Filmworks'],['Studio Deen'],Manga,7.28,1965,5969
3001,Moyashimon,Fall 2007,"['Comedy', 'School', 'Supernatural']",TV,11,"['Dentsu', 'Kodansha', 'Fuji TV', 'Sony Music Entertainment', 'Fuji Pacific Music Publishing']",[],"['Telecom Animation Film', 'Shirogumi']",Manga,7.65,22157,51774
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,Fall 2007,"['Game', 'Psychological', 'Seinen', 'Thriller']",TV,26,"['VAP', 'Nippon Television Network']",[],['Madhouse'],Manga,8.32,70631,147184
3003,Yumedamaya Kidan,None,"['Drama', 'Fantasy']",Special,1,[],[],['Production I.G'],Original,6.64,1192,2162
3004,Saint Beast: Ikusen no Hiru to Yoru-hen,None,"['Magic', 'Fantasy']",OVA,2,"['Lantis', 'Tokyo Kids']",[],['Madhouse'],Unknown,6.34,1051,2991
3005,Shadow Skill,None,"['Adventure', 'Drama', 'Fantasy', 'Shounen']",OVA,1,['Takeshobo'],['Manga Entertainment'],['Zero-G Room'],Unknown,6.72,1423,3727
3006,Atashin&#039;chi,Spring 2002,"['Comedy', 'Slice of Life']",TV,330,"['TV Asahi', 'Yumeta Company']",[],['Shin-Ei Animation'],Manga,7.4,580,2000
3007,Bronze: Kouji Nanjo Cathexis,None,"['Music', 'Shounen Ai']",OVA,1,"['Victor Entertainment', 'Shueisha']",[],['Madhouse'],Manga,6.42,1661,3495
3008,Time Bokan Series: Yatterman,Winter 1977,"['Adventure', 'Comedy', 'Mecha']",TV,108,[],[],['Tatsunoko Production'],Unknown,6.74,1529,3394
3009,Tiger Mask,Fall 1969,"['Action', 'Drama', 'Shounen', 'Sports']",TV,105,[],[],['Toei Animation'],Manga,7.34,2212,5425
3010,Kaiketsu Zorro,Spring 1996,"['Adventure', 'Historical', 'Shounen']",TV,52,['Toho'],[],['Ashi Production'],Other,7.3,3465,6462
3011,Yotsunoha,None,"['Romance', 'School']",OVA,2,['Rondo Robe'],[],['Hal Film Maker'],Visual novel,6.44,4668,9316
3012,Gekitou! Crush Gear Turbo,Fall 2001,"['Sports', 'Shounen']",TV,68,['Bandai Visual'],[],['Sunrise'],Unknown,6.88,2010,3672
3014,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,None,"['Action', 'Military', 'Sci-Fi', 'Space']",Movie,1,[],['Sentai Filmworks'],"['Artland', 'Madhouse']",Novel,8.03,11834,20201
3015,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,None,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Shounen', 'Space']",Movie,1,"['Kitty Films', 'Magic Capsule', 'Tokuma Shoten', 'Tokuma Japan']",[],['Magic Bus'],Novel,6.32,3771,8447
3016,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,None,"['Action', 'Space', 'Military', 'Drama', 'Sci-Fi']",Movie,1,['Tokuma Shoten'],[],['Magic Bus'],Novel,8.17,8524,16581
3019,Lupin III: Kiri no Elusive,None,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",Special,1,[],[],['TMS Entertainment'],Manga,6.99,1364,3323
3020,Gu-Gu Ganmo,Spring 1984,"['Comedy', 'School', 'Shounen', 'Slice of Life']",TV,50,[],[],['Toei Animation'],Manga,6.17,95,385
3021,Yume Senshi Wingman,Winter 1984,"['Action', 'Comedy', 'Super Power', 'Romance', 'School']",TV,47,[],[],['Toei Animation'],Manga,6.73,243,1260
3022,Haai Step Jun,Spring 1985,"['Action', 'Romance', 'School', 'Sci-Fi']",TV,45,[],[],['Toei Animation'],Manga,6.35,154,540
3023,Esper Mami,Spring 1987,"['Comedy', 'Ecchi', 'Magic', 'School', 'Super Power', 'Supernatural']",TV,119,[],[],['Shin-Ei Animation'],Manga,6.66,141,905
3024,Ribbon no Kishi,Spring 1967,"['Action', 'Mystery', 'Romance', 'Fantasy', 'Shoujo']",TV,52,['Fuji TV'],['Nozomi Entertainment'],['Mushi Production'],Manga,6.78,547,2273
3025,Dragon Slayer Eiyuu Densetsu: Ouji no Tabidachi,None,"['Action', 'Fantasy', 'Magic']",OVA,2,"['Nihon Falcom', 'Anime R', 'Studio Curtain', 'Nakamura Production']",['Urban Vision'],[],Unknown,5.67,303,905
3026,Compiler,None,"['Romance', 'Comedy', 'Sci-Fi', 'Drama']",OVA,2,['Animate Film'],['ADV Films'],['Studio Fantasia'],Unknown,5.38,519,1319
3027,Hokuto no Ken: Yuria-den,None,"['Action', 'Adventure', 'Drama', 'Martial Arts']",OVA,1,['North Stars Pictures'],[],['TMS Entertainment'],Unknown,7.19,2239,4870
3028,Cluster Edge Specials,None,"['Action', 'Fantasy', 'Military', 'Sci-Fi']",Special,3,[],['Sentai Filmworks'],[],Unknown,6.71,203,1044
3031,Digimon Frontier: Ornismon Fukkatsu!!,None,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']",Movie,1,[],[],['Toei Animation'],Original,6.98,6993,14090
3032,Digimon Tamers: Boukensha-tachi no Tatakai,None,"['Adventure', 'Drama', 'Sci-Fi', 'Shounen']",Movie,1,[],[],['Toei Animation'],Original,7.08,7573,14842
3033,Digimon Tamers: Bousou Digimon Tokkyuu,None,"['Adventure', 'Comedy', 'Sci-Fi', 'Shounen']",Movie,1,[],[],['Toei Animation'],Original,7.13,8819,16645
3034,Kurai Mirai,None,['Hentai'],OVA,2,"['Milky Animation Label', 'JapanAnime']",[],['Studio Jam'],Visual novel,5.92,828,2397
3035,Chouon Senshi Borgman,Spring 1988,"['Action', 'Sci-Fi', 'Demons']",TV,35,['Yomiuri Advertising'],[],"['Production Reed', 'Asahi Production']",Other,6.53,213,1370
3036,Tobe! Isami,Spring 1995,"['Action', 'Adventure', 'Comedy', 'Romance', 'Shounen']",TV,50,[],[],['Group TAC'],Original,7.31,380,1175
3037,GS Mikami: Gokuraku Daisakusen!!,None,"['Comedy', 'Fantasy']",Movie,1,[],['Manga Entertainment'],['Toei Animation'],Manga,6.71,644,1577
3038,Senya Ichiya Monogatari,None,"['Fantasy', 'Hentai']",Movie,1,['Mushi Production'],[],[],Original,6.09,606,2051
3039,Campus,None,['Hentai'],OVA,2,['Y.O.U.C'],[],[],Visual novel,6.03,815,2161
3040,Bakuhatsu Sunzen!! Tenshi no Countdown,None,"['Comedy', 'Hentai', 'Yuri']",OVA,1,['Shinyusha'],['Media Blasters'],[],Unknown,5.63,1199,2680
3043,Andersen Douwa: Ningyohime,None,"['Fantasy', 'Romance', 'Shoujo']",Movie,1,[],['Discotek Media'],['Toei Animation'],Unknown,7.19,1508,3127
3044,Tetsuwan Atom (1980),Fall 1980,"['Action', 'Sci-Fi', 'Adventure', 'Mecha', 'Shounen']",TV,52,['Nippon Television Network'],['Manga Entertainment'],['Tezuka Productions'],Manga,7.23,2944,7259
3046,Shiroki Tenshi-tachi no Rondo,None,['Hentai'],OVA,2,"['Digital Works', 'Y.O.U.C']",[],[],Unknown,5.95,567,1706
3048,In no Houteishiki,None,"['Hentai', 'School']",OVA,2,['Milky Animation Label'],['JapanAnime'],['Piko Studio'],Manga,6.36,1251,3263
3050,Panchira Teacher,None,"['Hentai', 'School']",OVA,2,"['Green Bunny', 'Discovery']",['Media Blasters'],['AT-2'],Original,6.52,2698,5960
3051,Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!,None,"['Fantasy', 'Music', 'Romance', 'Shoujo']",Movie,1,[],[],['Toei Animation'],Original,7.4,1218,2924
3053,Ganbare! Kickers,Fall 1986,"['Comedy', 'Sports', 'Drama', 'Shounen']",TV,23,['Nippon Television Network'],[],['Studio Pierrot'],Manga,6.89,3868,5966
3054,La Seine no Hoshi,Spring 1975,"['Adventure', 'Historical', 'Drama', 'Shoujo']",TV,39,[],[],['Sunrise'],Unknown,6.62,478,1294
3056,Natural,None,['Hentai'],OVA,2,['Green Bunny'],[],[],Visual novel,6.09,487,1323
3057,Loveless Specials,None,"['Comedy', 'Supernatural', 'Romance', 'Fantasy', 'Josei', 'Shounen Ai']",Special,6,[],[],['J.C.Staff'],Manga,6.73,5805,13378
3058,Darling,None,"['Hentai', 'Comedy']",OVA,3,['Kitty Media'],['Media Blasters'],[],Visual novel,6.56,1913,4444
3059,Ninja Senshi Tobikage,Fall 1985,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",TV,43,[],[],['Studio Pierrot'],Original,7.29,918,2551
3060,Dallos,None,"['Action', 'Mecha', 'Sci-Fi']",OVA,4,[],['Discotek Media'],['Studio Pierrot'],Original,6.04,1240,3626
3061,Kishin Heidan,None,"['Adventure', 'Mecha', 'Historical', 'Sci-Fi']",OVA,7,"['AIC', 'Pioneer LDC']",[],[],Unknown,6.37,420,1345
3062,Futago no Haha Seihonnou,None,['Hentai'],OVA,2,['Milky Animation Label'],[],[],Visual novel,6.36,1102,2897
3063,Gakuen Sodom,None,['Hentai'],OVA,2,['Green Bunny'],[],[],Unknown,5.55,406,1161
3064,Kizuoibito,None,"['Action', 'Adventure', 'Seinen', 'Thriller']",OVA,5,[],[],['Magic Bus'],Manga,4.9,244,775
3065,Ozanari Dungeon: Kaze no Tou,None,"['Action', 'Adventure', 'Fantasy', 'Comedy']",OVA,3,"['Tokyo Movie Shinsha', 'Gakken', 'Toshiba EMI']",[],['Telecom Animation Film'],Manga,6.34,310,867
3066,Joou-sama wa M Dorei,None,['Hentai'],OVA,1,['NuTech Digital'],[],[],Unknown,5.44,427,1301
3067,Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,None,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama']",Movie,1,[],[],[],Original,7.24,762,2346
3069,Yamato yo Towa ni,None,"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Space', 'Drama']",Movie,1,[],[],['Toei Animation'],Original,6.71,546,1687
3070,Wakusei Daikaiju Negadon,None,"['Action', 'Fantasy', 'Mecha', 'Military', 'Sci-Fi', 'Space']",Movie,1,['CoMix Wave Films'],"['Central Park Media', 'NYAV Post']",[],Original,5.6,501,944
3071,Uchuu Senkan Yamato: Aratanaru Tabidachi,None,"['Military', 'Sci-Fi', 'Drama']",Special,1,[],[],[],Unknown,6.89,649,2010
3072,Uchuu Senkan Yamato: Kanketsu-hen,None,"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Space', 'Drama']",Movie,1,[],[],['Toei Animation'],Original,7.03,608,2190
3073,Robby to Kerobby,Spring 2007,"['Kids', 'Comedy']",TV,52,"['Aniplex', 'Yomiko Advertising']",[],['A-1 Pictures'],Original,6.27,15,137
3074,Minerva no Kenshi,None,"['Fantasy', 'Hentai']",OVA,5,['BEAM Entertainment'],['Central Park Media'],['J.C.Staff'],Unknown,6.23,539,1535
3075,Tondera House no Daibouken,Spring 1982,"['Adventure', 'Historical', 'Sci-Fi']",TV,52,[],[],['Tatsunoko Production'],Original,6.45,301,785
3076,Bishoujo Senshi Sailor Moon SuperS Special,None,"['Magic', 'Romance', 'Shoujo']",Special,3,[],[],['Toei Animation'],Manga,7.46,6513,14434
3077,Warau Salesman,Fall 1989,"['Psychological', 'Supernatural', 'Drama', 'Seinen']",TV,103,['TBS'],[],['Shin-Ei Animation'],Manga,6.65,276,2169
3078,Magical Twilight,None,"['Hentai', 'Comedy', 'Magic', 'Romance']",OVA,3,['Pink Pineapple'],['SoftCel Pictures'],['AIC'],Unknown,6.06,499,1227
3079,Aoki Ryuusei SPT Layzner,Fall 1985,"['Space', 'Mecha', 'Military', 'Sci-Fi']",TV,38,[],[],['Sunrise'],Original,7.39,738,3360
3080,Anime Tenchou,None,"['Action', 'Parody']",OVA,1,['Animate Film'],[],['Gainax'],Other,6.08,3831,7202
3081,Attacker You!,Spring 1984,"['Action', 'Romance', 'Shoujo', 'Sports']",TV,58,"['TV Tokyo', 'Knack Productions', 'Kino Production']",[],['Shaft'],Manga,6.64,1670,3613
3082,Stairs: Houkago no Album,None,['Hentai'],OVA,1,[],['Media Blasters'],[],Manga,5.47,388,1091
3085,Koharu Biyori,None,"['Ecchi', 'Comedy', 'Sci-Fi']",OVA,3,"['ASCII Media Works', 'Showgate']","['ADV Films', 'Sentai Filmworks']",['Daume'],Manga,6.73,8092,16136
3086,Strait Jacket,None,"['Action', 'Fantasy', 'Sci-Fi']",OVA,3,[],[],['feel.'],Light novel,6.91,10828,20868
3087,Cencoroll,None,"['Action', 'Sci-Fi']",Movie,1,['Aniplex'],[],['Think Corporation'],Original,7.3,32881,65223
3088,Tokyo Marble Chocolate,None,"['Slice of Life', 'Romance']",OVA,2,"['Frontier Works', 'BMG Japan']",[],['Production I.G'],Original,7.32,8711,18284
3089,The Sky Crawlers,None,"['Drama', 'Military']",Movie,1,['Hiroshima Television'],[],['Production I.G'],Novel,7.36,18731,38642
3090,Aa! Megami-sama!: Tatakau Tsubasa,None,"['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']",Special,2,['AIC'],[],[],Manga,7.67,10392,20715
3091,xxxHOLiC Kei,Spring 2008,"['Mystery', 'Comedy', 'Psychological', 'Supernatural', 'Drama']",TV,13,"['Hal Film Maker', 'TBS']",[],['Production I.G'],Manga,8.3,44906,89491
3092,Junjou Romantica,Spring 2008,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",TV,12,"['Frontier Works', 'Kadokawa Shoten', 'Memory-Tech', 'Romantica club !!']",['Nozomi Entertainment'],['Studio Deen'],Manga,7.99,86285,146105
3093,Kekkai,None,['Hentai'],OVA,1,['NuTech Digital'],[],[],Visual novel,5.42,364,1228
3094,Rankou Choukyou: Maid ni Natta Shoujo,None,['Hentai'],OVA,1,['NuTech Digital'],[],[],Unknown,5.44,336,918
3095,Sono Kinisasete yo: My My Mai,None,"['Ecchi', 'Comedy', 'Supernatural']",OVA,2,['AC Create'],['Central Park Media'],['J.C.Staff'],Unknown,5.99,475,1409
3098,Shutsugeki! Machine Robo Rescue,Winter 2003,"['Action', 'Mecha', 'Sci-Fi']",TV,53,"['TV Tokyo', 'Bandai Visual', 'Lantis']",[],['Sunrise'],Unknown,6.92,300,855
3099,Juusenshi Gulkeeva,Spring 1995,"['Action', 'Fantasy', 'Mecha', 'Super Power']",TV,26,['TV Tokyo Music'],[],['Sunrise'],Unknown,6.43,207,1094
3100,Kamen Rider SD Kaiki?! Kumo Otoko,None,"['Action', 'Parody']",OVA,1,[],[],[],Unknown,6.51,351,731
3101,F-Zero: Falcon Densetsu,Fall 2003,"['Action', 'Sci-Fi', 'Adventure', 'Cars', 'Sports', 'Mecha', 'Shounen']",TV,51,['Studio Jack'],['4Kids Entertainment'],['Production Reed'],Game,6.46,1310,5035
3102,Kateikyoushi no Oneesan The Animation: H no Hensachi Agechaimasu,None,['Hentai'],OVA,2,['Pink Pineapple'],[],['Flavors Soft'],Visual novel,7.28,3817,8884
3104,Geisters: Fractions of the Earth,Fall 2001,"['Action', 'Military', 'Sci-Fi']",TV,26,"['TV Osaka', 'Plum']",[],[],Unknown,5.86,107,858
3105,Chikansha Thomas,None,['Hentai'],OVA,1,[],[],[],Visual novel,6.12,1045,2466
3107,Dark Shell: Ori no Naka no Namameki,None,['Hentai'],OVA,2,"['Echo', 'NuTech Digital', 'Blue Eyes']",[],[],Original,6.24,1450,3305
3108,Miboujin: Numeriau Nikuyoku to Midara ni Nureru Mitsusubo,None,['Hentai'],OVA,2,['Milky Animation Label'],['Media Blasters'],['Studio Jam'],Visual novel,6,638,1691
3109,Mei King,None,"['Adventure', 'Comedy', 'Fantasy', 'Hentai']",OVA,4,['Digital Works'],[],[],Visual novel,6.12,477,1379
3110,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,Fall 1992,"['Drama', 'Historical']",TV,52,['TV Tokyo'],[],['Nippon Animation'],Unknown,7.12,596,1876
